account_id,customer_name,date_of_birth,postcode,region,creditor,debt_type,original_balance,current_balance,interest_rate_pct,default_date,account_status,vulnerability_flag,dsar_requested,marketing_consent,assigned_agent
DC100552,Matthew Smith,1995-05-13,B70 1PZ,East Anglia,Hallgate Bank,Catalogue Debt,4122.9,1246.06,,20/04/2025,Open,Financial Hardship,N,N,Joel T.
DC101104,Jill Smith,01/06/1992,W5 9SD,London,Meridian Telecom,Utility Arrears,9413.16,9413.16,3.95,12/22/2022,On Hold,None,N,Y,Frances M.
DC100889,Katy Whittaker,17/09/1970,M3F 5JT,London,Pinnacle Retail Finance,Utility Arrears,4181.75,2329.86,18.74,2023-10-11,Legal Action,None,N,N,Guy M.
DC100609,Sian Hill,1980-09-21,WR49 6TU,South East,Vantage Home Finance,Store Card,4652.54,2260.95,27.97,2024-10-02,Open,None,N,N,Helen W.
DC100141,ELEANOR GREEN,1984-04-23,G2S 9BA,South East,Aurora Credit Ltd,Overdraft,7230.58,7230.58,14.28,14/01/2025,In Arrangement,None,N,Y,Jonathan T.
DC101012,Reece Stokes,1969-07-28,N02 1RA,Scotland,Aurora Credit Ltd,Overdraft,4245.62,4245.62,8.64,2023-10-13,In Arrangement,None,N,Unknown,Louise T.
DC100730,Jennifer Fleming,1995-01-07,KW8 4DN,Midlands,Aurora Credit Ltd,Credit Card,13185.05,4420.92,17.06,2024-09-08,Disputed,None,N,Y,Jane W.
DC100396,Leon Hamilton,1955-05-28,L8 3HW,North West,Hallgate Bank,Mobile Phone Contract,9079.47,5567.98,13.29,2024-10-03,Written Off,,N,Y,Sylvia S.
DC100514,Christine Brown,1964-03-05,WR81 7ST,South West,Yorkshire Utilities Group,Mobile Phone Contract,6442.5,1629.44,18.92,05/12/2023,In Arrangement,None,N,Y,Gerard O.
DC100397,Kayleigh May,1978-09-11,CF9N 6EG,East Anglia,Yorkshire Utilities Group,Credit Card,3628.73,1836.83,24.55,27/11/2024,Open,Mental Health,N,N,Jeremy W.
DC100824,Jake Ingram,1997-07-16,ST3Y 1UB,East Anglia,Pinnacle Retail Finance,Credit Card,14697.81,14697.81,,2023-09-02,Open,None,N,N,Phillip B.
DC100354,PHILIP SMITH,09/12/1965,IP6W 9BG,,Kestrel Bank,Overdraft,3121.12,2167.47,9.55,2025-02-08,Open,None,N,N,Ruth H.
DC100242,Maria Ali,2001-08-15,BT9B 6DY,South West,Northbridge Finance,Personal Loan,5977.46,5977.46,21.37,08/07/2024,On Hold,None,N,,Kirsty F.
DC101015,Nathan Harding,,,South East,Meridian Telecom,Council Tax,8985.82,4729.0,,2024-03-17,Written Off,None,N,Y,Naomi H.
DC100195,Sharon Patterson,1978-06-12,,South West,Northbridge Finance,Personal Loan,5984.51,3249.31,13.47,26/04/2024,In Arrangement,None,N,Unknown,Emma B.
DC101082,Rebecca Wilson,1960-03-24,EN25 6NF,,Hallgate Bank,Credit Card,9096.6,2152.09,13.23,02/08/2025,Legal Action,None,N,Y,Luke N.
DC100516,Marie Davey,1946-09-26,KT2 9FH,East Anglia,Aurora Credit Ltd,Overdraft,1133.59,1133.59,13.01,2024-04-28,Open,None,N,Y,Christian L.
DC101091,Marian Bolton,1978-12-01,FY3B 7EB,London,Pinnacle Retail Finance,Council Tax,5752.12,4562.15,28.91,08/03/2025,Open,None,N,Y,Barry S.
DC101026,Leonard Lynch,1975-09-16,M57 1PW,Wales,Northbridge Finance,Personal Loan,5001.71,1696.11,25.82,16/01/2024,In Arrangement,None,N,N,Marcus C.
DC100255,Abigail Thomas,1944-07-17,W0 9HF,South West,Hallgate Bank,Rent Arrears,8167.96,6946.2,,2025-01-28,Open,None,N,N,Maurice E.
DC100012,June Duncan,01/17/1942,EC0 9DD,South West,Northbridge Finance,Utility Arrears,13906.55,13906.55,29.46,12/05/2026,Disputed,None,N,N,Danielle S.
DC100126,Susan Pearson,1964-03-02,CF9Y 2BQ,London,Hallgate Bank,Catalogue Debt,8252.59,2626.7,2.07,2025-08-04,OPEN,None,N,N,Janice C.
DC101067,Alexandra Freeman,1984-04-21,B0E 3QX,East Anglia,Meridian Telecom,Personal Loan,1482.51,179.42,3.74,2025-08-13,Open,Mental Health,N,Y,Lee W.
DC100046,Toby Kelly,1962-12-12,FY64 7AX,Wales,Hallgate Bank,Credit Card,7609.02,3118.33,12.26,14-09-2025,On Hold,None,N,Y,Lee W.
DC100237,Kieran Gardner,10-01-2006,ST6H 3SP,Scotland,Summit Consumer Credit,Store Card,5449.09,461.69,28.36,2022-11-10,Closed,Financial Hardship,N,N,Mathew M.
DC100356,David Simpson,1946-08-17,HU66 8AD,,Hallgate Bank,Personal Loan,1892.66,532.63,6.07,2023-10-20,On Hold,None,N,N,George P.
DC101152,Ben Thomas,07-08-1981,CV1H 7JA,South West,Pinnacle Retail Finance,Personal Loan,4830.92,4513.58,18.19,23/05/2024,Open,None,N,N,Charlotte R.
DC100941,Charlie Dawson,10/01/1972,M32 0RN,Wales,Kestrel Bank,Council Tax,11346.79,11346.79,28.27,27-02-2026,In Arrangement,None,N,Y,Antony W.
DC101031,Zoe Page,2001-06-30,,London,Meridian Telecom,Store Card,14487.47,1080.18,4.78,2024-07-21,Written Off,None,N,,Molly W.
DC100401,Dean Green,,HX9 3LN,London,Aurora Credit Ltd,Store Card,7182.61,295.9,18.7,2023-05-02,Legal Action,None,N,Y,Colin T.
DC100460,Ian Pearce,27/08/1988,SM12 7WD,South West,Vantage Home Finance,Catalogue Debt,2044.45,2025.03,,03/01/2023,Open,None,N,,Zoe B.
DC100534,Timothy Cox,2001-05-29,DH5 9RE,South East,Hallgate Bank,Mobile Phone Contract,6637.86,5717.79,12.57,2023-05-20,Closed,Bereavement,N,Y,Donald B.
DC100052,Duncan Holden,13/08/1946,W99 5AU,North East,Leeds City Council,Mobile Phone Contract,8033.16,694.97,14.0,2026-03-05,Open,None,N,N,Victor C.
DC100043,Fiona Harding,1942-01-19,S7A 4RS,North West,Hallgate Bank,Personal Loan,2501.92,1123.76,4.6,2026-03-04,Open,,N,Y,Shannon M.
DC100763,Elizabeth Sanders,2002-10-01,IP25 3RE,,Meridian Telecom,Overdraft,2567.68,1354.04,7.03,2022-10-25,OPEN,None,N,Y,Abigail T.
DC101017,Maureen Bryan,1987-12-27,L4 9SG,Midlands,Meridian Telecom,Credit Card,11453.37,985.21,,15-09-2025,In Arrangement,None,N,Y,Samantha T.
DC100345,Megan Taylor,27/04/1952,G9W 9WL,Scotland,Summit Consumer Credit,Catalogue Debt,12047.61,,16.14,22/12/2025,Written Off,None,N,Y,Mohammed W.
DC100115,Graham Gordon,05/03/1966,E68 0QN,North East,Hallgate Bank,Utility Arrears,14160.45,9380.39,10.53,27/10/2025,Disputed,None,N,N,Jeremy W.
DC100612,Karen Stokes,06/10/1973,S04 3GU,Midlands,Vantage Home Finance,Utility Arrears,8014.44,5577.79,16.89,2025-10-27,Closed,None,N,N,Paul B.
DC100363,Joanna Hayward,1998-05-22,ME9 7GW,,Hallgate Bank,Store Card,14275.61,14275.61,8.05,05-03-2024,Open,None,N,Y,Leonard S.
DC100698,Zoe James,1966-04-08,LU7 9SP,Midlands,Aurora Credit Ltd,Credit Card,11071.33,5197.43,,2024-10-04,OPEN,None,N,N,Lauren R.
DC100994,Josephine Moore,1961-09-20,W05 7GG,South East,Vantage Home Finance,Overdraft,13848.36,13685.73,20.46,2024-06-11,Written Off,None,N,N,Gary C.
DC100751,Gregory Thomas,1979-03-23,DG6R 2TW,,Kestrel Bank,Store Card,4597.84,4488.06,23.64,2025-10-31,Written Off,None,N,N,Jacqueline M.
DC100243,Cheryl Robson,1956-10-27,TR6 5TL,Wales,Summit Consumer Credit,Personal Loan,5928.48,229.94,19.09,2023-09-29,Open,None,N,N,Donald T.
DC100482,Megan Walker,1982-10-09,CO0E 4ET,South West,Kestrel Bank,Mobile Phone Contract,13313.88,13313.88,6.75,2023-09-03,Open,None,N,Y,Kathryn T.
DC100304,Frederick Jones,1985-11-08,B02 7GD,North East,Northbridge Finance,Credit Card,7415.1,6948.0,10.1,2025-03-26,Closed,None,N,Y,Abigail P.
DC100151,Amber Cox,26/01/1961,W9E 0QP,,Meridian Telecom,Catalogue Debt,5294.39,849.36,15.84,15-01-2024,OPEN,None,N,N,Ellie G.
DC100403,William Woodward,1963-06-18,KT13 6BN,Yorkshire,Hallgate Bank,Rent Arrears,6507.37,6507.37,5.76,2026-03-02,In Arrangement,None,N,N,Judith T.
DC100645,Mohamed Gough,1966-04-14,N0 5AX,London,Kestrel Bank,Council Tax,9262.1,2627.52,24.08,2024-04-15,Written Off,None,N,N,Geoffrey S.
DC100758,Kelly Gallagher,1999-05-13,SS24 4GG,London,Yorkshire Utilities Group,Store Card,8936.64,8936.64,27.69,18/06/2023,Legal Action,None,N,N,Lisa H.
DC100974,Jill Walker,1966-10-16,KA30 2ZZ,North East,Hallgate Bank,Personal Loan,708.88,184.94,18.99,12/04/2025,In Arrangement,None,N,Y,Stephanie W.
DC100576,Katy Jones,1983-06-14,AB5A 5YF,South East,Summit Consumer Credit,Council Tax,13696.59,3193.47,25.06,2023-10-11,In Arrangement,None,N,N,Phillip T.
DC101120,Caroline White,1988-10-01,G50 0PX,Yorkshire,Kestrel Bank,Catalogue Debt,12716.53,4835.81,13.31,2024-06-30,Open,None,N,Y,Lesley C.
DC100877,Francis Martin,1953-04-06,M0 0ZP,North West,Leeds City Council,Utility Arrears,4443.22,4443.22,25.36,2024-05-29,In Arrangement,None,N,Y,Marcus B.
DC100337,Claire Gilbert,04/05/2001,CR7 6QW,Midlands,Aurora Credit Ltd,Mobile Phone Contract,6012.95,1833.73,10.13,2025-01-11,Written Off,Financial Hardship,N,,Mark A.
DC100421,Clare Shah,1969-10-18,S5G 8ET,Scotland,Aurora Credit Ltd,Council Tax,14193.46,10791.35,12.3,2025-10-05,Open,None,N,Y,Caroline M.
DC100294,Irene Griffiths,1997-07-30,,East Anglia,Kestrel Bank,Utility Arrears,3892.96,3892.96,11.06,11/29/2022,Open,None,N,N,Elaine C.
DC100218,Martyn Taylor,08-05-1949,G53 7FY,,Pinnacle Retail Finance,Store Card,8802.3,2046.62,2.06,11/02/2026,Disputed,None,N,Y,Julia P.
DC100559,Carly Stevenson,1943-01-10,LN65 1GL,London,Yorkshire Utilities Group,Mobile Phone Contract,9068.6,9068.6,24.79,02/11/2026,Closed,None,N,Y,Kathleen C.
DC100865,Beverley Smith,1975-12-06,JE9 8EY,,Vantage Home Finance,Mobile Phone Contract,1130.36,291.51,20.77,2025-02-11,Written Off,None,N,Y,Megan C.
DC100230,Megan Watson,1993-02-08,B4 0BR,,Kestrel Bank,Store Card,12019.16,6270.15,20.88,2022-10-14,Disputed,None,N,N,Kathleen H.
DC100202,Hazel Fletcher,1943-03-23,YO8W 1JQ,Scotland,Hallgate Bank,Rent Arrears,13940.13,5619.54,23.44,2026-07-07,In Arrangement,None,N,Y,Mohammed W.
DC101164,Pauline Lewis,1966-12-23,PE8X 7PD,Wales,Meridian Telecom,Credit Card,8681.0,1524.56,28.91,2026-02-18,Open,None,N,N,Hazel J.
DC100809,Zoe Cox,,B8 3QE,South West,Aurora Credit Ltd,Store Card,1395.4,348.79,25.67,2023-06-23,Disputed,Elderly - Support Needed,N,N,Charlie D.
DC100161,Gregory Hawkins,09/05/1941,N4 8WU,South East,Aurora Credit Ltd,Mobile Phone Contract,2343.52,2343.52,19.8,2024-12-11,Open,None,N,Y,Aaron B.
DC100084,Hayley Morgan,1960-10-16,W1 3RX,Wales,Aurora Credit Ltd,Catalogue Debt,3856.73,3419.19,21.05,2026-02-17,Disputed,None,N,N,Claire G.
DC100487,Shane Singh,1982-03-28,W91 5SA,London,Northbridge Finance,Utility Arrears,2290.48,335.99,20.8,2022-11-13,On Hold,None,N,N,Nicole S.
DC100554,Kimberley Giles,26/01/2004,L9 5PY,Yorkshire,Vantage Home Finance,Mobile Phone Contract,9949.9,4651.66,27.13,16/09/2023,Open,None,N,N,Janet N.
DC101053,Sean Collins,,OL4 9US,Midlands,Hallgate Bank,Overdraft,10164.88,5888.86,,18-06-2026,Closed,None,N,N,Geraldine M.
DC100305,Mohamed Morgan,1944-02-23,IM6H 7TY,East Anglia,Northbridge Finance,Council Tax,3609.84,3349.81,3.9,05/08/2023,Disputed,None,N,Y,Lucy N.
DC100155,Kyle Nicholls,1976-12-22,TD4W 3JL,South West,Pinnacle Retail Finance,Personal Loan,2225.93,2199.31,7.74,10/11/2024,In arrangement,None,N,Y,Nicole B.
DC100506,Dale Lee,21/01/1976,N5H 7NY,,Yorkshire Utilities Group,Credit Card,4124.0,4124.0,12.4,01/14/2024,On Hold,Mental Health,Y,Y,Wayne S.
DC100398,Leanne Haynes,1951-06-24,HU58 5SS,London,Summit Consumer Credit,Catalogue Debt,1120.61,1120.61,20.27,19/08/2026,Open,None,N,N,Brandon J.
DC101190,Kim Banks,1971-04-27,CR4P 2AJ,South West,Hallgate Bank,Catalogue Debt,7970.41,5588.66,29.11,2025-01-12,Closed,None,Y,Y,Jennifer S.
DC100970,Robert Bryan,1980-07-01,S6U 4XU,East Anglia,Kestrel Bank,Utility Arrears,3351.95,2798.97,11.64,2025-03-02,Disputed,None,N,N,Damian P.
DC100696,Alex Smith,28/01/2002,PR1X 1ND,,Summit Consumer Credit,Council Tax,6579.6,6579.6,5.9,2024-04-27,In Arrangement,None,N,N,Gemma H.
DC100565,Karl Harding,1996-01-13,ME6E 3ZH,East Anglia,Vantage Home Finance,Personal Loan,8420.57,8420.57,1.35,2023-10-06,On Hold,Financial Hardship,N,Y,Lawrence W.
DC100348,David Wheeler,05/31/1993,S5W 8SJ,Yorkshire,Hallgate Bank,Credit Card,2175.99,1613.72,,07-04-2025,In Arrangement,None,N,Y,Hayley P.
DC101056,Antony Lee,23/09/1942,CM5B 6YR,East Anglia,Kestrel Bank,Personal Loan,1465.28,638.05,1.3,12/05/2026,Disputed,None,N,N,Jane P.
DC100418,Kenneth Clarke,1942-07-03,M9K 9JJ,Yorkshire,Kestrel Bank,Mobile Phone Contract,3207.5,2273.78,12.28,2026-08-01,Closed,None,N,Y,Joyce P.
DC100855,Clare White,2007-06-25,L5T 8DG,South East,Pinnacle Retail Finance,Council Tax,1269.14,884.34,25.59,14/02/2024,Open,Financial Hardship,N,Y,Abbie H.
DC100347,Kieran Butler,1952-10-14,B8J 1UF,Midlands,Leeds City Council,Council Tax,13680.4,5008.02,3.4,2026-04-03,Open,None,N,Y,Mandy P.
DC100239,ANDREA MURPHY,1965-10-22,ST9 7QY,South West,Summit Consumer Credit,Overdraft,6541.96,6541.96,4.88,12-11-2023,Open,None,N,Y,Valerie T.
DC100326,Tracy Willis,2004-08-16,B75 1DB,South West,Leeds City Council,Overdraft,14801.58,13822.96,13.82,2025-08-24,Written Off,None,N,Unknown,Antony J.
DC100917,Pamela Kirby,1988-07-08,BA76 8ET,Midlands,Kestrel Bank,Mobile Phone Contract,12549.87,8546.96,0.0,2024-09-14,Open,None,N,Unknown,Francis W.
DC101111,Maureen Curtis,1995-05-15,M2 4ZS,Wales,Leeds City Council,Overdraft,1564.83,199.35,26.41,05/08/2024,Open,None,N,N,Molly B.
DC100854,Sean Day,1971-10-21,M0 0QF,Midlands,Northbridge Finance,Mobile Phone Contract,3095.07,658.59,4.64,2024-12-06,On Hold,None,N,Unknown,Jade Y.
DC100453,Benjamin Green,1996-04-12,TS0E 7XN,Midlands,Meridian Telecom,Credit Card,8635.63,8635.63,24.44,13/03/2026,On Hold,None,N,N,Janet R.
DC100849,Fiona Davies,1990-12-31,G87 3FN,Wales,Yorkshire Utilities Group,Overdraft,4990.78,4990.78,5.45,2022-12-05,Closed,None,N,Y,Teresa K.
DC100164,Frederick Bailey,1966-10-21,HP4 4QJ,South West,Hallgate Bank,Overdraft,3855.68,3855.68,26.45,21/06/2024,Open,None,N,Y,Benjamin K.
DC100585,Connor Brown,26/04/1985,WR97 9ZQ,London,Pinnacle Retail Finance,Credit Card,1556.51,583.73,8.21,2024-07-10,Open,None,N,N,Hollie D.
DC100591,Eileen Fletcher,1972-11-28,HS7Y 0GN,South East,Northbridge Finance,Utility Arrears,2730.5,682.8,5.29,29-08-2024,In Arrangement,None,N,Y,Alex J.
DC100678,June Knight,2008-01-28,G4B 6FP,North East,Aurora Credit Ltd,Utility Arrears,6819.55,6819.55,5.0,2025-07-06,In Arrangement,None,N,Unknown,Clive W.
DC100225,Timothy Webb,19/09/1965,TF22 8YA,North West,Aurora Credit Ltd,Rent Arrears,11728.14,7586.61,24.81,2023-11-23,In Arrangement,None,N,Y,Kathryn B.
DC100583,Irene Hall,1994-03-08,E6 5YT,South West,Leeds City Council,Catalogue Debt,7384.82,1853.64,18.39,2026-01-09,Closed,None,N,N,Vanessa P.
DC101125,Jill Bevan,1944-04-16,W00 3FF,Yorkshire,Summit Consumer Credit,Catalogue Debt,1038.19,568.09,20.86,2026-01-09,Open,None,N,N,Donna N.
DC100273,Tina Jones,06/06/1952,S0G 3BU,South West,Summit Consumer Credit,Personal Loan,1532.93,1074.13,4.02,19/04/2024,Closed,None,N,Y,Max B.
DC100108,Martin Dennis,23/06/1948,HS2 1FL,Wales,Meridian Telecom,Council Tax,201.58,201.58,10.35,19-09-2024,In Arrangement,None,N,Unknown,Joe C.
DC100837,Victoria Baxter,23-07-1985,BB39 5HD,North West,Vantage Home Finance,Personal Loan,14585.83,11861.77,19.84,2023-04-11,Closed,None,N,N,Gordon W.
DC100573,Susan Scott,10/11/1978,G1 1HN,London,Aurora Credit Ltd,Catalogue Debt,7429.8,2748.82,13.37,2024-07-07,In Arrangement,None,N,Y,Jeremy L.
DC101096,Sara Boyle,,W66 4RP,Midlands,Kestrel Bank,Credit Card,14108.95,2320.28,22.33,2023-11-28,Open,None,N,,Claire R.
DC100063,Eric Miah,2002-06-30,B2 9YN,South West,Meridian Telecom,Store Card,1183.34,306.52,11.06,16/12/2025,Open,None,N,N,Jennifer H.
DC100524,Rita Davey,1948-06-21,E2 7QN,South West,Kestrel Bank,Catalogue Debt,1602.52,563.09,14.76,2024-07-10,Closed,None,N,N,Hollie E.
DC100905,Abigail Bevan,26/11/1954,SM49 9JQ,South East,Hallgate Bank,Utility Arrears,2451.8,277.73,3.13,2023-06-02,Open,,N,N,Pamela H.
DC100379,Chelsea Williams,1957-09-18,IP6H 1SJ,,Summit Consumer Credit,Catalogue Debt,700.84,700.84,26.48,10/07/2025,In Arrangement,,N,N,Georgia M.
DC100884,Jeffrey Richardson,1999-03-29,L0 4AQ,Wales,Pinnacle Retail Finance,Personal Loan,530.47,,4.78,12/28/2024,Open,None,N,N,Sheila E.
DC100400,Maureen Kirk,,L50 8WX,London,Yorkshire Utilities Group,Utility Arrears,12143.94,12143.94,1.88,30/09/2022,In Arrangement,Elderly - Support Needed,N,Y,Alexandra B.
DC100952,Amelia Kelly,1972-11-02,SO31 2PF,South East,Northbridge Finance,Rent Arrears,1094.19,1094.19,0.24,2024-03-12,Open,None,N,N,Tracey G.
DC100274,Michael Haynes,09/09/1994,WF13 4TP,Scotland,Meridian Telecom,Mobile Phone Contract,14809.76,7646.83,17.2,09-12-2023,On Hold,,N,Unknown,Max B.
DC100875,Rhys Blake,1990-01-06,L7 1AU,East Anglia,Leeds City Council,Store Card,1126.82,1126.82,11.81,22/10/2025,In Arrangement,None,N,,Joshua D.
DC100577,CARLY BIRD,30/12/1994,S1G 2JR,Yorkshire,Kestrel Bank,Catalogue Debt,12705.41,3111.28,6.88,20/08/2025,Disputed,None,N,Y,Craig B.
DC100341,Francis Lewis,1964-09-19,,Yorkshire,Meridian Telecom,Catalogue Debt,8373.69,3856.99,29.03,2026-02-13,In Arrangement,None,N,Y,Roger W.
DC100380,Molly Mann,12-04-1987,NN4P 1GF,North East,Pinnacle Retail Finance,Overdraft,6148.48,2189.6,26.34,2023-11-02,In Arrangement,None,N,N,Gregory G.
DC100694,Thomas Scott,1996-03-27,S8 4SG,,Aurora Credit Ltd,Mobile Phone Contract,10828.89,4847.2,26.78,2022-09-23,Open,Mental Health,Y,Y,Edward P.
DC101055,Kathryn Manning,1992-01-10,E8 2HJ,,Meridian Telecom,Utility Arrears,6292.31,3278.49,11.34,08/01/2025,On Hold,,N,Y,Grace G.
DC100819,Brian Jones,1997-02-24,FY5 6DX,London,Leeds City Council,Utility Arrears,11915.63,1705.91,12.85,06/05/2024,On Hold,None,N,Unknown,Terry H.
DC100860,Aaron Scott,1979-09-27,LU7 3HG,North West,Northbridge Finance,Utility Arrears,13096.6,601.21,5.01,03-07-2023,In Arrangement,Bereavement,N,Unknown,Tracy B.
DC100986,Jessica Brown,11/02/2005,DL3 4ZE,South East,Yorkshire Utilities Group,Credit Card,308.99,308.99,19.19,2024-01-23,Closed,None,N,Y,Francesca C.
DC100415,Nicholas Elliott,1976-02-18,SL3P 9FS,South East,Aurora Credit Ltd,Mobile Phone Contract,3620.79,1495.37,12.82,2025-05-18,Closed,None,N,Y,Graeme W.
DC101077,Marc Poole,1944-07-23,MK1 2HP,,Summit Consumer Credit,Overdraft,1738.03,539.03,,17/03/2024,In Arrangement,None,N,N,Sylvia A.
DC100790,Daniel Watson,1987-03-19,DD1E 4RD,Scotland,Vantage Home Finance,Store Card,3394.29,3394.29,2.8,2023-10-12,On Hold,None,N,N,Joel C.
DC101191,Tracey Hall,10/05/1972,CO60 2EN,Scotland,Leeds City Council,Utility Arrears,8295.33,7131.03,24.18,2026-03-06,Open,None,N,Y,Karen M.
DC101093,Declan Scott,2001-01-01,M62 3PN,South West,Leeds City Council,Credit Card,8729.0,2250.3,20.39,2022-12-28,Closed,None,N,Y,Jake E.
DC101029,Owen Carey,04/10/1993,B8F 8GQ,North East,Vantage Home Finance,Mobile Phone Contract,7823.04,2978.6,16.78,04-12-2024,Legal Action,None,N,N,Sam S.
DC100564,Elliot Burrows,13-11-2005,E0T 7UE,Wales,Hallgate Bank,Personal Loan,3091.85,2535.58,1.02,2023-05-22,Open,None,N,N,Francis E.
DC101008,Liam Perkins,1970-01-10,WV25 2YP,,Leeds City Council,Council Tax,12409.0,10336.1,18.57,2023-10-22,On Hold,None,N,Y,Sandra H.
DC100284,Karl Ward,25/03/1989,TN7X 8NG,North West,Pinnacle Retail Finance,Store Card,5055.37,5055.37,5.11,30/05/2025,Disputed,None,N,N,Sylvia H.
DC100249,Hannah Hughes,1966-09-30,DN2 4TF,South East,Northbridge Finance,Catalogue Debt,7100.68,2563.94,21.96,2024-05-23,Written Off,Financial Hardship,N,Y,Joshua F.
DC100485,Leslie Booth,1978-05-09,B2B 2AU,South West,Vantage Home Finance,Mobile Phone Contract,2850.8,2850.8,28.23,2024-06-09,Closed,None,N,Y,Jonathan B.
DC101087,Angela Jennings,,M92 9HF,East Anglia,Pinnacle Retail Finance,Store Card,1283.95,707.4,10.21,2024-12-10,Written Off,None,N,Y,Victoria S.
DC101112,Callum Hill,01/12/1963,WN2N 1AT,Wales,Leeds City Council,Overdraft,6643.06,6643.06,19.69,08/03/2024,Written Off,None,N,Y,Lauren F.
DC100254,Amelia Evans,1980-12-12,OL9 9HU,South East,Pinnacle Retail Finance,Overdraft,704.97,135.11,25.95,2025-06-23,Written Off,Mental Health,N,Y,Joanna G.
DC100894,Mary Evans,1968-01-30,GY1N 9ZZ,South East,Leeds City Council,Overdraft,3005.47,1483.43,23.42,25/11/2024,Closed,None,N,Y,Raymond T.
DC100614,Leanne Woods,1992-07-07,N19 6JR,London,Meridian Telecom,Store Card,10349.63,3797.05,8.56,02/05/2025,Disputed,None,N,Y,Declan H.
DC100712,Mary Davies,2008-01-24,BS84 3XR,Midlands,Meridian Telecom,Council Tax,256.21,76.4,0.22,2025-09-09,Closed,Financial Hardship,N,N,Lewis C.
DC100642,Josephine Daly,11/11/1956,B6F 3HD,,Leeds City Council,Mobile Phone Contract,2232.27,2232.27,24.62,06-12-2025,In Arrangement,None,N,Y,Maurice B.
DC100275,Rachael Berry,1953-07-02,ST78 0WG,London,Vantage Home Finance,Overdraft,4463.75,4463.75,9.98,2023-07-20,Closed,None,N,N,Gary K.
DC100644,Sandra Hawkins,2002-08-22,L3 9HJ,North East,Hallgate Bank,Overdraft,371.84,371.84,16.05,30/08/2024,In arrangement,None,N,N,Hayley H.
DC100440,Christine Price,16-05-2005,DD1 0HD,South East,Aurora Credit Ltd,Credit Card,14123.72,4730.34,20.88,27/07/2023,Open,None,N,N,Louise L.
DC100441,Pamela Franklin,1951-03-14,SS84 2EW,,Pinnacle Retail Finance,Credit Card,9332.52,3183.55,26.12,2024-01-20,Closed,None,N,N,Sian T.
DC100525,Angela Ball,1981-05-12,DD4 1JF,North West,Yorkshire Utilities Group,Catalogue Debt,1650.33,1276.59,5.11,17/09/2025,In Arrangement,None,N,N,Annette S.
DC100926,Benjamin Johnson,1981-02-22,NW3N 3LN,East Anglia,Aurora Credit Ltd,Council Tax,1741.03,,,2022-12-25,In Arrangement,None,N,Y,Rachel J.
DC100271,Martyn Reynolds,02/02/2003,PR9V 1SF,North East,Hallgate Bank,Overdraft,8220.99,8173.71,17.98,2022-10-08,Open,None,Y,N,Sean S.
DC100178,Helen Randall,1949-11-03,N17 1XH,,Pinnacle Retail Finance,Utility Arrears,11517.29,1155.33,19.6,2023-09-03,Written Off,None,N,Y,Lee P.
DC100006,Ben Hall,29/01/1959,NW3X 0JB,Wales,Leeds City Council,Rent Arrears,11912.38,11912.38,0.34,2026-05-07,Closed,,N,N,Guy A.
DC101107,Victor Bennett,14/04/1998,WR77 2RS,Wales,Meridian Telecom,Catalogue Debt,14170.69,,26.83,2026-07-13,Closed,None,N,Y,Peter W.
DC100454,Katie Chapman,24/01/1987,M6T 1YA,North East,Pinnacle Retail Finance,Personal Loan,9929.95,8764.91,,2023-12-18,In Arrangement,None,N,N,Molly F.
DC100621,Max Long,30/04/1972,BB63 4XY,Scotland,Meridian Telecom,Catalogue Debt,6681.96,4711.59,0.84,2024-04-25,In Arrangement,None,N,Y,Frances W.
DC100873,Paige Martin,1988-09-05,W45 3WL,Wales,Yorkshire Utilities Group,Utility Arrears,6646.5,4030.28,14.2,28/11/2025,Open,None,Y,,Stanley H.
DC100410,Garry Parry,02-02-1983,SN0P 4GB,East Anglia,Hallgate Bank,Council Tax,5016.06,4748.91,23.46,2026-08-10,On Hold,None,N,N,Glen T.
DC100513,Katie Davies,2005-11-03,DG75 5RF,Scotland,Kestrel Bank,Council Tax,7085.6,1353.27,26.53,2026-07-18,On Hold,Mental Health,N,Y,Rachel C.
DC100191,Clifford Marsden,1957-01-27,SK85 2DW,North East,Pinnacle Retail Finance,Overdraft,7858.63,2449.99,24.71,2025-12-28,Closed,None,N,N,Denis C.
DC100921,BETHANY WALTERS,1975-09-14,BT1P 6FA,Wales,Vantage Home Finance,Catalogue Debt,14361.17,10678.6,9.78,31-01-2026,In arrangement,None,N,N,Shaun R.
DC100869,Dominic Wilkinson,23/03/1999,BA8R 6RF,North West,Northbridge Finance,Rent Arrears,7271.64,6497.76,,2025-05-23,Open,None,N,N,Sharon H.
DC100130,Laura Bennett,1976-01-13,KW1P 8NP,London,Summit Consumer Credit,Utility Arrears,485.39,485.39,9.9,10/11/2025,Written Off,Bereavement,N,N,Timothy F.
DC100342,Katherine Graham,08/02/1955,PL1 6PE,South East,Meridian Telecom,Mobile Phone Contract,549.46,549.46,,2023-06-15,Open,None,N,Y,Hayley D.
DC100291,Leigh Webster,15/09/1947,DA1 4NT,North East,Pinnacle Retail Finance,Personal Loan,4148.37,304.64,28.76,2024-09-10,Open,None,N,N,Maria A.
DC100422,Luke Shaw,1957-06-06,BH8P 3NT,South East,Meridian Telecom,Council Tax,812.83,791.11,0.32,2024-10-29,In Arrangement,None,N,Unknown,Patricia Y.
